Page,Column,transcription,Points,quoc_ngu_groundtruth,Chữ Quốc Ngữ,transcription_list,quoc_ngu_groundtruth_list
149,2,日吾󰘇秦楚構兵,"[(266, 59), (303, 361)]",viết ngôn văn tần sở cấu binh,Viết Ngôn Văn Tần Sở Cấu Binh,"['日', '吾', '\U000f0607', '秦', '楚', '構', '兵']","['viết', 'ngôn', 'văn', 'tần', 'sở', 'cấu', 'binh']"
149,3,我將見楚王,"[(220, 54), (261, 268)]",ngã tương kiến sở vương,Ngã Tương Kiến Sở Vương,"['我', '將', '見', '楚', '王']","['ngã', 'tương', 'kiến', 'sở', 'vương']"
149,4,説而罷之,"[(173, 50), (218, 225)]",thuyết nhi bãi chi,Thuyết Nhi Bãi Chi,"['説', '而', '罷', '之']","['thuyết', 'nhi', 'bãi', 'chi']"
149,5,楚王不悅,"[(131, 49), (172, 237)]",sở vương bất duyệt,Sở Vương Bất Duyệt,"['楚', '王', '不', '悅']","['sở', 'vương', 'bất', 'duyệt']"
149,6,我將見秦王,"[(85, 51), (126, 270)]",ngã tương kiến tần vương,Ngã Tương Kiến Tần Vương,"['我', '將', '見', '秦', '王']","['ngã', 'tương', 'kiến', 'tần', 'vương']"
149,7,説而罷之,"[(44, 55), (78, 230)]",thuyết nhi bãi chi,Thuyết Nhi Bãi Chi,"['説', '而', '罷', '之']","['thuyết', 'nhi', 'bãi', 'chi']"
151,0,丿王我將有所過焉,"[(359, 50), (392, 399)]",nhị vương ngã tương hữu sở ngộ yên,Nhị Vương Ngã Tương Hữu Sở Ngộ Yên,"['丿', '王', '我', '將', '有', '所', '過', '焉']","['nhị', 'vương', 'ngã', 'tương', 'hữu', 'sở', 'ngộ', 'yên']"
151,1,曰軻也請無問其詳,"[(316, 59), (345, 400)]",viết kha dã thỉnh vô vấn kỳ tường,Viết Kha Dã Thỉnh Vô Vấn Kỳ Tường,"['曰', '軻', '也', '請', '無', '問', '其', '詳']","['viết', 'kha', 'dã', 'thỉnh', 'vô', 'vấn', 'kỳ', 'tường']"
151,2,慮󰘇其指,"[(267, 53), (304, 226)]",nguyện văn kỳ chỉ,Nguyện Văn Kỳ Chỉ,"['慮', '\U000f0607', '其', '指']","['nguyện', 'văn', 'kỳ', 'chỉ']"
151,3,説一之將何如之,"[(225, 57), (255, 283)]",thuyết chi tương hà như,Thuyết Chi Tương Hà Như,"['説', '一', '之', '將', '何', '如', '之']","['thuyết', 'chi', 'tương', 'hà', 'như']"
151,4,曰我將言其不利也,"[(182, 60), (211, 397)]",viết ngã tương ngôn kỳ bất lợi dã,Viết Ngã Tương Ngôn Kỳ Bất Lợi Dã,"['曰', '我', '將', '言', '其', '不', '利', '也']","['viết', 'ngã', 'tương', 'ngôn', 'kỳ', 'bất', 'lợi', 'dã']"
151,5,曰先生之志則大矣,"[(137, 60), (166, 402)]",viết tiên sinh chi chí tắc đại hỹ,Viết Tiên Sinh Chi Chí Tắc Đại Hỹ,"['曰', '先', '生', '之', '志', '則', '大', '矣']","['viết', 'tiên', 'sinh', 'chi', 'chí', 'tắc', 'đại', 'hỹ']"
151,6,先生之號則不可,"[(92, 56), (122, 357)]",tiên sinh chi hiệu tắc bất khả,Tiên Sinh Chi Hiệu Tắc Bất Khả,"['先', '生', '之', '號', '則', '不', '可']","['tiên', 'sinh', 'chi', 'hiệu', 'tắc', 'bất', 'khả']"
151,7,先生以利説秦楚之王,"[(47, 55), (77, 446)]",tiên sinh dĩ lợi thuyết tần sở chi vương,Tiên Sinh Dĩ Lợi Thuyết Tần Sở Chi Vương,"['先', '生', '以', '利', '説', '秦', '楚', '之', '王']","['tiên', 'sinh', 'dĩ', 'lợi', 'thuyết', 'tần', 'sở', 'chi', 'vương']"
153,0,秦楚之王悅於利,"[(347, 52), (394, 370)]",tần sở chi vương duyệt ư lợi,Tần Sở Chi Vương Duyệt Ư Lợi,"['秦', '楚', '之', '王', '悅', '於', '利']","['tần', 'sở', 'chi', 'vương', 'duyệt', 'ư', 'lợi']"
153,1,以罷三軍之師,"[(311, 63), (346, 318)]",dĩ bãi tam quân chi sư,Dĩ Bãi Tam Quân Chi Sư,"['以', '罷', '三', '軍', '之', '師']","['dĩ', 'bãi', 'tam', 'quân', 'chi', 'sư']"
153,2,是三軍之士樂罷,"[(264, 59), (303, 361)]",thị tam quân chi sĩ lạc bãi,Thị Tam Quân Chi Sĩ Lạc Bãi,"['是', '三', '軍', '之', '士', '樂', '罷']","['thị', 'tam', 'quân', 'chi', 'sĩ', 'lạc', 'bãi']"
153,3,而悅於利尼,"[(221, 63), (255, 270)]",nhi duyệt ư lợi dã,Nhi Duyệt Ư Lợi Dã,"['而', '悅', '於', '利', '尼']","['nhi', 'duyệt', 'ư', 'lợi', 'dã']"
153,4,爲人臣者,"[(176, 56), (214, 230)]",vi nhân thần giả,Vi Nhân Thần Giả,"['爲', '人', '臣', '者']","['vi', 'nhân', 'thần', 'giả']"
153,5,懷利以事其君,"[(132, 59), (168, 317)]",hoài lợi dĩ sự kỳ quân,Hoài Lợi Dĩ Sự Kỳ Quân,"['懷', '利', '以', '事', '其', '君']","['hoài', 'lợi', 'dĩ', 'sự', 'kỳ', 'quân']"
153,6,爲人子者,"[(84, 53), (125, 231)]",vi nhân tử giả,Vi Nhân Tử Giả,"['爲', '人', '子', '者']","['vi', 'nhân', 'tử', 'giả']"
153,7,懷利以事其父,"[(43, 59), (78, 320)]",hoài lợi dĩ sự kỳ phụ,Hoài Lợi Dĩ Sự Kỳ Phụ,"['懷', '利', '以', '事', '其', '父']","['hoài', 'lợi', 'dĩ', 'sự', 'kỳ', 'phụ']"
155,0,爲人弟者,"[(352, 54), (393, 232)]",vi nhân đệ giả,Vi Nhân Đệ Giả,"['爲', '人', '弟', '者']","['vi', 'nhân', 'đệ', 'giả']"
155,1,懷利以事其兄,"[(311, 58), (348, 320)]",hoài lợi dĩ sự kỳ huynh,Hoài Lợi Dĩ Sự Kỳ Huynh,"['懷', '利', '以', '事', '其', '兄']","['hoài', 'lợi', 'dĩ', 'sự', 'kỳ', 'huynh']"
155,2,是君臣,"[(263, 55), (308, 186)]",thị quân thần,Thị Quân Thần,"['是', '君', '臣']","['thị', 'quân', 'thần']"
155,3,父子,"[(219, 56), (264, 139)]",phụ tử,Phụ Tử,"['父', '子']","['phụ', 'tử']"
155,4,兄弟終去仁義,"[(174, 60), (217, 325)]",huynh đệ chung khứ nhân nghĩa,Huynh Đệ Chung Khứ Nhân Nghĩa,"['兄', '弟', '終', '去', '仁', '義']","['huynh', 'đệ', 'chung', 'khứ', 'nhân', 'nghĩa']"
155,5,懷利󰜋相接,"[(129, 56), (172, 280)]",hoài lợi dĩ tương tiếp,Hoài Lợi Dĩ Tương Tiếp,"['懷', '利', '\U000f070b', '相', '接']","['hoài', 'lợi', 'dĩ', 'tương', 'tiếp']"
155,6,然而不亡者,"[(85, 56), (126, 274)]",nhiên nhi bất vong giả,Nhiên Nhi Bất Vong Giả,"['然', '而', '不', '亡', '者']","['nhiên', 'nhi', 'bất', 'vong', 'giả']"
155,7,耒之有也,"[(38, 55), (82, 234)]",vị chi hữu dã,Vị Chi Hữu Dã,"['耒', '之', '有', '也']","['vị', 'chi', 'hữu', 'dã']"
157,0,先生以仁義,"[(351, 55), (391, 278)]",tiên sinh dĩ nhân nghĩa,Tiên Sinh Dĩ Nhân Nghĩa,"['先', '生', '以', '仁', '義']","['tiên', 'sinh', 'dĩ', 'nhân', 'nghĩa']"
157,1,説秦楚之王,"[(308, 58), (347, 274)]",thuyết tần sở chi vương,Thuyết Tần Sở Chi Vương,"['説', '秦', '楚', '之', '王']","['thuyết', 'tần', 'sở', 'chi', 'vương']"
157,2,秦楚之王悅於仁義,"[(264, 56), (301, 409)]",tần sở chi vương duyệt ư nhân nghĩa,Tần Sở Chi Vương Duyệt Ư Nhân Nghĩa,"['秦', '楚', '之', '王', '悅', '於', '仁', '義']","['tần', 'sở', 'chi', 'vương', 'duyệt', 'ư', 'nhân', 'nghĩa']"
157,3,以罷三軍之師,"[(220, 63), (255, 315)]",dĩ bãi tam quân chi sư,Dĩ Bãi Tam Quân Chi Sư,"['以', '罷', '三', '軍', '之', '師']","['dĩ', 'bãi', 'tam', 'quân', 'chi', 'sư']"
157,4,是三軍之士樂罷,"[(178, 59), (212, 360)]",thị tam quân chi sĩ lạc bãi,Thị Tam Quân Chi Sĩ Lạc Bãi,"['是', '三', '軍', '之', '士', '樂', '罷']","['thị', 'tam', 'quân', 'chi', 'sĩ', 'lạc', 'bãi']"
157,5,而悅於仁義㐌,"[(131, 61), (169, 317)]",nhi duyệt ư nhân nghĩa dã,Nhi Duyệt Ư Nhân Nghĩa Dã,"['而', '悅', '於', '仁', '義', '㐌']","['nhi', 'duyệt', 'ư', 'nhân', 'nghĩa', 'dã']"
157,6,爲人臣者,"[(86, 54), (123, 230)]",vi nhân thần giả,Vi Nhân Thần Giả,"['爲', '人', '臣', '者']","['vi', 'nhân', 'thần', 'giả']"
157,7,懷仁義以事其君,"[(45, 60), (75, 360)]",hoài nhân nghĩa dĩ sự kỳ quân,Hoài Nhân Nghĩa Dĩ Sự Kỳ Quân,"['懷', '仁', '義', '以', '事', '其', '君']","['hoài', 'nhân', 'nghĩa', 'dĩ', 'sự', 'kỳ', 'quân']"
159,0,爲人子者,"[(346, 49), (398, 234)]",vi nhân tử giả,Vi Nhân Tử Giả,"['爲', '人', '子', '者']","['vi', 'nhân', 'tử', 'giả']"
159,1,懷仁義以事其父,"[(312, 60), (345, 360)]",hoài nhân nghĩa dĩ sự kỳ phụ,Hoài Nhân Nghĩa Dĩ Sự Kỳ Phụ,"['懷', '仁', '義', '以', '事', '其', '父']","['hoài', 'nhân', 'nghĩa', 'dĩ', 'sự', 'kỳ', 'phụ']"
159,2,爲人弟者,"[(264, 56), (302, 229)]",vi nhân đệ giả,Vi Nhân Đệ Giả,"['爲', '人', '弟', '者']","['vi', 'nhân', 'đệ', 'giả']"
159,3,懷仁義以事其兄,"[(219, 58), (257, 365)]",hoài nhân nghĩa dĩ sự kỳ huynh,Hoài Nhân Nghĩa Dĩ Sự Kỳ Huynh,"['懷', '仁', '義', '以', '事', '其', '兄']","['hoài', 'nhân', 'nghĩa', 'dĩ', 'sự', 'kỳ', 'huynh']"
159,4,是君臣父子,"[(173, 55), (217, 322)]",thị quân thần phụ tử,Thị Quân Thần Phụ Tử,"['是', '君', '臣', '父', '子']","['thị', 'quân', 'thần', 'phụ', 'tử']"
159,5,兄弟去利,"[(129, 58), (171, 240)]",huynh đệ khứ lợi,Huynh Đệ Khứ Lợi,"['兄', '弟', '去', '利']","['huynh', 'đệ', 'khứ', 'lợi']"
159,6,懷仁義󰜋相接也,"[(85, 58), (125, 365)]",hoài nhân nghĩa dĩ tương tiếp dã,Hoài Nhân Nghĩa Dĩ Tương Tiếp Dã,"['懷', '仁', '義', '\U000f070b', '相', '接', '也']","['hoài', 'nhân', 'nghĩa', 'dĩ', 'tương', 'tiếp', 'dã']"
159,7,然而不王者,"[(42, 57), (79, 272)]",nhiên nhi bất vượng giả,Nhiên Nhi Bất Vượng Giả,"['然', '而', '不', '王', '者']","['nhiên', 'nhi', 'bất', 'vượng', 'giả']"
161,0,耒之有也,"[(353, 62), (396, 242)]",vị chi hữu dã,Vị Chi Hữu Dã,"['耒', '之', '有', '也']","['vị', 'chi', 'hữu', 'dã']"
161,1,何冷白利,"[(310, 64), (352, 247)]",hà tất viết lợi,Hà Tất Viết Lợi,"['何', '冷', '白', '利']","['hà', 'tất', 'viết', 'lợi']"
161,2,孟子居鄕,"[(267, 67), (304, 239)]",mạnh tử cư trâu,5 Mạnh Tử Cư Trâu,"['孟', '子', '居', '鄕']","['mạnh', 'tử', 'cư', 'trâu']"
161,3,李任爲任處守,"[(222, 66), (259, 325)]",quý nhâm vi nhâm xử thủ,Quý Nhâm Vi Nhâm Xử Thủ,"['李', '任', '爲', '任', '處', '守']","['quý', 'nhâm', 'vi', 'nhâm', 'xử', 'thủ']"
161,4,以幣交一受之而不報,"[(178, 69), (215, 458)]",dĩ tệ giao thọ chi nhi bất báo,Dĩ Tệ Giao Thọ Chi Nhi Bất Báo,"['以', '幣', '交', '一', '受', '之', '而', '不', '報']","['dĩ', 'tệ', 'giao', 'thọ', 'chi', 'nhi', 'bất', 'báo']"
161,5,處於平陸,"[(129, 60), (173, 240)]",xử ư bình lục,Xử Ư Bình Lục,"['處', '於', '平', '陸']","['xử', 'ư', 'bình', 'lục']"
161,6,儲子爲相,"[(84, 63), (128, 241)]",trừ tử vi tướng,Trừ Tử Vi Tướng,"['儲', '子', '爲', '相']","['trừ', 'tử', 'vi', 'tướng']"
161,7,以幣交受之而不報,"[(44, 68), (83, 462)]",dĩ tệ giao thọ chi nhi bất báo,Dĩ Tệ Giao Thọ Chi Nhi Bất Báo,"['以', '幣', '交', '受', '之', '而', '不', '報']","['dĩ', 'tệ', 'giao', 'thọ', 'chi', 'nhi', 'bất', 'báo']"
163,0,他日由𫴋之任,"[(348, 57), (391, 322)]",tha nhật do trâu chi nhâm,Tha Nhật Do Trâu Chi Nhâm,"['他', '日', '由', '𫴋', '之', '任']","['tha', 'nhật', 'do', 'trâu', 'chi', 'nhâm']"
163,1,見李子,"[(308, 56), (349, 184)]",kiến quý tử,Kiến Quý Tử,"['見', '李', '子']","['kiến', 'quý', 'tử']"
163,2,由平陸之齊,"[(264, 59), (305, 274)]",do bình lục chi tề,Do Bình Lục Chi Tề,"['由', '平', '陸', '之', '齊']","['do', 'bình', 'lục', 'chi', 'tề']"
163,3,不見儲子,"[(221, 60), (258, 228)]",bất kiến trừ tử,Bất Kiến Trừ Tử,"['不', '見', '儲', '子']","['bất', 'kiến', 'trừ', 'tử']"
163,4,屋慮子喜曰,"[(180, 61), (212, 267)]",ốc lư tử hỷ viết,Ốc Lư Tử Hỷ Viết,"['屋', '慮', '子', '喜', '曰']","['ốc', 'lư', 'tử', 'hỷ', 'viết']"
163,5,逴得間矣,"[(127, 51), (178, 241)]",liên đắc gián hỹ,Liên Đắc Gián Hỹ,"['逴', '得', '間', '矣']","['liên', 'đắc', 'gián', 'hỹ']"
163,6,問曰,"[(91, 56), (122, 137)]",vấn viết,Vấn Viết,"['問', '曰']","['vấn', 'viết']"
163,7,夫子之任見季子,"[(44, 56), (81, 357)]",phu tử chi nhâm kiến quý tử,Phu Tử Chi Nhâm Kiến Quý Tử,"['夫', '子', '之', '任', '見', '季', '子']","['phu', 'tử', 'chi', 'nhâm', 'kiến', 'quý', 'tử']"
165,0,之齊不見儲子,"[(351, 57), (394, 320)]",chi tề bất kiến trừ tử,Chi Tề Bất Kiến Trừ Tử,"['之', '齊', '不', '見', '儲', '子']","['chi', 'tề', 'bất', 'kiến', 'trừ', 'tử']"
165,1,爲其爲相期,"[(305, 55), (348, 283)]",vi kỳ vi tướng dư,Vi Kỳ Vi Tướng Dư,"['爲', '其', '爲', '相', '期']","['vi', 'kỳ', 'vi', 'tướng', 'dư']"
165,2,日非也,"[(266, 62), (301, 183)]",viết phi dã,Viết Phi Dã,"['日', '非', '也']","['viết', 'phi', 'dã']"
165,3,書曰,"[(224, 58), (255, 137)]",thư viết,Thư Viết,"['書', '曰']","['thư', 'viết']"
165,4,享多儀儀不﨤物,"[(173, 55), (217, 412)]",hưởng đa nghi nghi bất cập vật,Hưởng Đa Nghi Nghi Bất Cập Vật,"['享', '多', '儀', '儀', '不', '﨤', '物']","['hưởng', 'đa', 'nghi', 'nghi', 'bất', 'cập', 'vật']"
165,5,曰不享,"[(133, 64), (169, 184)]",viết bất hưởng,Viết Bất Hưởng,"['曰', '不', '享']","['viết', 'bất', 'hưởng']"
165,6,惟不役志手享,"[(83, 57), (125, 319)]",duy bất dịch chí vu hưởng,Duy Bất Dịch Chí Vu Hưởng,"['惟', '不', '役', '志', '手', '享']","['duy', 'bất', 'dịch', 'chí', 'vu', 'hưởng']"
165,7,爲其不成享也,"[(42, 56), (79, 323)]",vi kỳ bất thành hưởng dã,Vi Kỳ Bất Thành Hưởng Dã,"['爲', '其', '不', '成', '享', '也']","['vi', 'kỳ', 'bất', 'thành', 'hưởng', 'dã']"
167,0,星盧子悅,"[(346, 58), (393, 241)]",ốc lư tử duyệt,Ốc Lư Tử Duyệt,"['星', '盧', '子', '悅']","['ốc', 'lư', 'tử', 'duyệt']"
167,1,或問之,"[(307, 61), (349, 191)]",hoặc vấn chi,Hoặc Vấn Chi,"['或', '問', '之']","['hoặc', 'vấn', 'chi']"
167,2,屋盧子曰,"[(258, 60), (303, 237)]",ốc lư tử viết,Ốc Lư Tử Viết,"['屋', '盧', '子', '曰']","['ốc', 'lư', 'tử', 'viết']"
167,3,李子不得之鄕,"[(218, 57), (256, 334)]",quý tử bất đắc chi trâu,Quý Tử Bất Đắc Chi Trâu,"['李', '子', '不', '得', '之', '鄕']","['quý', 'tử', 'bất', 'đắc', 'chi', 'trâu']"
167,4,儲子得之乎陸,"[(167, 59), (218, 330)]",trừ tử đắc chi bình lục,Trừ Tử Đắc Chi Bình Lục,"['儲', '子', '得', '之', '乎', '陸']","['trừ', 'tử', 'đắc', 'chi', 'bình', 'lục']"
167,5,淳千𣩂曰,"[(129, 66), (166, 231)]",thuần vu khôn viết,6 Thuần Vu Khôn Viết,"['淳', '千', '𣩂', '曰']","['thuần', 'vu', 'khôn', 'viết']"
167,6,先名實者爲人也,"[(83, 61), (125, 416)]",tiên danh thật giả vi nhân dã,Tiên Danh Thật Giả Vi Nhân Dã,"['先', '名', '實', '者', '爲', '人', '也']","['tiên', 'danh', 'thật', 'giả', 'vi', 'nhân', 'dã']"
167,7,後名實者自爲也,"[(39, 62), (77, 412)]",hậu danh thật giả tự vị dã,Hậu Danh Thật Giả Tự Vị Dã,"['後', '名', '實', '者', '自', '爲', '也']","['hậu', 'danh', 'thật', 'giả', 'tự', 'vị', 'dã']"
169,0,夫子在三卿之中,"[(355, 59), (392, 358)]",phu tử tại tam khanh chi trung,Phu Tử Tại Tam Khanh Chi Trung,"['夫', '子', '在', '三', '卿', '之', '中']","['phu', 'tử', 'tại', 'tam', 'khanh', 'chi', 'trung']"
169,1,名實耒加於主下而去之,"[(311, 58), (348, 493)]",danh thật vị gia ư thượng hạ nhi khứ chi,Danh Thật Vị Gia Ư Thượng Hạ Nhi Khứ Chi,"['名', '實', '耒', '加', '於', '主', '下', '而', '去', '之']","['danh', 'thật', 'vị', 'gia', 'ư', 'thượng', 'hạ', 'nhi', 'khứ', 'chi']"
169,2,仁者固如此乎,"[(263, 52), (305, 327)]",nhân giả cố như thử hồ,Nhân Giả Cố Như Thử Hồ,"['仁', '者', '固', '如', '此', '乎']","['nhân', 'giả', 'cố', 'như', 'thử', 'hồ']"
169,3,孟子曰,"[(220, 56), (262, 186)]",mạnh tử viết,Mạnh Tử Viết,"['孟', '子', '曰']","['mạnh', 'tử', 'viết']"
169,4,居下位,"[(175, 56), (216, 187)]",cư hạ vị,Cư Hạ Vị,"['居', '下', '位']","['cư', 'hạ', 'vị']"
169,5,不以賢事不肖者,"[(131, 59), (170, 362)]",bất dĩ hiền sự bất tiếu giả,Bất Dĩ Hiền Sự Bất Tiếu Giả,"['不', '以', '賢', '事', '不', '肖', '者']","['bất', 'dĩ', 'hiền', 'sự', 'bất', 'tiếu', 'giả']"
169,6,伯夷也,"[(82, 52), (130, 187)]",bá di dã,Bá Di Dã,"['伯', '夷', '也']","['bá', 'di', 'dã']"
169,7,五就湯一,"[(40, 57), (84, 192)]",ngũ tựu thang,Ngũ Tựu Thang,"['五', '就', '湯', '一']","['ngũ', 'tựu', 'thang']"
171,0,五就桀者,"[(349, 55), (392, 235)]",ngũ tựu kiệt giả,Ngũ Tựu Kiệt Giả,"['五', '就', '桀', '者']","['ngũ', 'tựu', 'kiệt', 'giả']"
171,1,併拜也,"[(311, 56), (347, 182)]",y doãn dã,Y Doãn Dã,"['併', '拜', '也']","['y', 'doãn', 'dã']"
171,2,不惡渃君,"[(263, 59), (300, 237)]",bất ố ô quân,Bất Ố Ô Quân,"['不', '惡', '渃', '君']","['bất', 'ố', 'ô', 'quân']"
171,3,不辭小官者,"[(218, 59), (258, 271)]",bất từ tiểu quan giả,Bất Từ Tiểu Quan Giả,"['不', '辭', '小', '官', '者']","['bất', 'từ', 'tiểu', 'quan', 'giả']"
171,4,柳下惠也,"[(169, 54), (215, 229)]",liễu hạ huệ dã,Liễu Hạ Huệ Dã,"['柳', '下', '惠', '也']","['liễu', 'hạ', 'huệ', 'dã']"
171,5,三子者不同道,"[(130, 59), (170, 313)]",tam tử giả bất đồng đạo,Tam Tử Giả Bất Đồng Đạo,"['三', '子', '者', '不', '同', '道']","['tam', 'tử', 'giả', 'bất', 'đồng', 'đạo']"
171,6,其過一也,"[(85, 53), (126, 229)]",kỳ xu nhất dã,Kỳ Xu Nhất Dã,"['其', '過', '一', '也']","['kỳ', 'xu', 'nhất', 'dã']"
171,7,一者何也,"[(42, 59), (79, 235)]",nhất giả hà dã,Nhất Giả Hà Dã,"['一', '者', '何', '也']","['nhất', 'giả', 'hà', 'dã']"
173,0,曰仁也,"[(350, 59), (394, 187)]",viết nhân dã,Viết Nhân Dã,"['曰', '仁', '也']","['viết', 'nhân', 'dã']"
173,1,君子亦仁而己矣,"[(309, 59), (346, 365)]",quân tử diệc nhân nhi dĩ hỹ,Quân Tử Diệc Nhân Nhi Dĩ Hỹ,"['君', '子', '亦', '仁', '而', '己', '矣']","['quân', 'tử', 'diệc', 'nhân', 'nhi', 'dĩ', 'hỹ']"
173,2,何必同,"[(263, 58), (303, 183)]",hà tất đồng,Hà Tất Đồng,"['何', '必', '同']","['hà', 'tất', 'đồng']"
173,3,旦魯参公之時,"[(213, 58), (261, 317)]",viết lỗ mục công chi thời,Viết Lỗ Mục Công Chi Thời,"['旦', '魯', '参', '公', '之', '時']","['viết', 'lỗ', 'mục', 'công', 'chi', 'thời']"
173,4,公儀子爲政,"[(180, 59), (211, 271)]",công nghi tử vi chính,Công Nghi Tử Vi Chính,"['公', '儀', '子', '爲', '政']","['công', 'nghi', 'tử', 'vi', 'chính']"
173,5,子柳子思爲臣,"[(129, 50), (169, 362)]",tử liễu tử tư vi thần,Tử Liễu Tử Tư Vi Thần,"['子', '柳', '子', '思', '爲', '臣']","['tử', 'liễu', 'tử', 'tư', 'vi', 'thần']"
173,6,會之削也滋甚,"[(87, 56), (123, 318)]",lỗ chi tước dã tư thậm,Lỗ Chi Tước Dã Tư Thậm,"['會', '之', '削', '也', '滋', '甚']","['lỗ', 'chi', 'tước', 'dã', 'tư', 'thậm']"
173,7,若是乎賢者之,"[(44, 58), (77, 314)]",nhược thị hồ hiền giả chi,Nhược Thị Hồ Hiền Giả Chi,"['若', '是', '乎', '賢', '者', '之']","['nhược', 'thị', 'hồ', 'hiền', 'giả', 'chi']"
175,0,無益於國也,"[(353, 54), (393, 274)]",vô ích ư quốc dã,Vô Ích Ư Quốc Dã,"['無', '益', '於', '國', '也']","['vô', 'ích', 'ư', 'quốc', 'dã']"
175,1,曰󰔄不用百里奚而亡,"[(312, 64), (346, 447)]",viết ngu bất dụng bách lý hề nhi vong,Viết Ngu Bất Dụng Bách Lý Hề Nhi Vong,"['曰', '\U000f0504', '不', '用', '百', '里', '奚', '而', '亡']","['viết', 'ngu', 'bất', 'dụng', 'bách', 'lý', 'hề', 'nhi', 'vong']"
175,2,秦樛公用之而𢀭,"[(265, 54), (305, 362)]",tần mục công dụng chi nhi bá,Tần Mục Công Dụng Chi Nhi Bá,"['秦', '樛', '公', '用', '之', '而', '𢀭']","['tần', 'mục', 'công', 'dụng', 'chi', 'nhi', 'bá']"
175,3,不用賢則亡,"[(223, 60), (256, 270)]",bất dụng hiền tắc vong,Bất Dụng Hiền Tắc Vong,"['不', '用', '賢', '則', '亡']","['bất', 'dụng', 'hiền', 'tắc', 'vong']"
175,4,削何司得與,"[(178, 59), (212, 282)]",tước hà khả đắc dư,Tước Hà Khả Đắc Dư,"['削', '何', '司', '得', '與']","['tước', 'hà', 'khả', 'đắc', 'dư']"
175,5,曰昔者,"[(134, 63), (169, 189)]",viết tích giả,Viết Tích Giả,"['曰', '昔', '者']","['viết', 'tích', 'giả']"
175,6,王約處於滇,"[(81, 55), (127, 276)]",vương báo xử ư kỳ,Vương Báo Xử Ư Kỳ,"['王', '約', '處', '於', '滇']","['vương', 'báo', 'xử', 'ư', 'kỳ']"
